tema,artista,album,albumId,cover
New Sensation,INXS,HOPE - EP,1587711997,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/3e/e1/ba/3ee1ba04-c623-bd81-e3ff-46202836aa65/603497841271.jpg/300x300bb.jpg
"La Forza del Destino, Act II, Scene 1: Holà, Holà, Holà!",James Levine & London Symphony Orchestra,Verdi: La forza del destino,296294828,https://is1-ssl.mzstatic.com/image/thumb/Features124/v4/5e/43/27/5e43275e-7c29-adb8-aca2-70d9ca6bc3d6/dj.myjfgrrh.jpg/300x300bb.jpg
Cosmic Girl,Jamiroquai,Center Stage (Music from the Motion Picture),190092860,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/6e/20/fe/6e20fe23-20d5-71f4-ead2-31328f189a05/mzi.njsnkrap.jpg/300x300bb.jpg
Cry Baby,Janis Joplin,Pearl,917030890,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/16/9d/87/169d87fe-76ee-1c50-d186-14ac71ab237e/886443610538.jpg/300x300bb.jpg
Amores como el nuestro,Jerry Rivera,"Historia, Vol. 1",192988781,https://is1-ssl.mzstatic.com/image/thumb/Music/43/94/1c/mzi.cpmaxctl.jpg/300x300bb.jpg
I Love Rock 'n' Roll,Joan Jett & the Blackhearts,I Love Rock 'N' Roll,1881685281,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/ab/11/50/ab115097-b05e-fee8-61e1-4607fb82af89/886447254332_Cover.jpg/300x300bb.jpg
You Are So Beautiful,Joe Cocker,I Can Stand a Little Rain,1443911749,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/43/48/23/4348236d-60cc-4e0c-c386-f7a957106afd/06UMGIM32737.rgb.jpg/300x300bb.jpg
You Can Leave Your Hat On,Joe Cocker,Feel Good Classic Rock,1633664830,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/4f/ee/26/4fee262d-b36f-7670-f7c9-d3b28dd36d4f/5059460144033.jpg/300x300bb.jpg
Watching the Wheels,John Lennon,Double Fantasy,1440847446,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/67/f1/4d/67f14daa-7b2d-814c-d301-8b4c928e633e/16UMGIM17510.rgb.jpg/300x300bb.jpg
Slow Dancing in a Burning Room,John Mayer,Continuum,184335550,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/7a/a0/f4/7aa0f487-f983-390e-73ef-005115eea1e0/dj.oqpplyfm.jpg/300x300bb.jpg
Oración del remanso,Jorge Fandermole,Navega,1348785216,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/8b/65/62/8b656264-d241-811f-21b8-0d24b6eee22a/artwork.jpg/300x300bb.jpg
Se me olvidó otra vez,Juan Gabriel,50 Años de Ser el Divo de Juárez,1592348871,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/1b/6c/3c/1b6c3cbb-2887-05f9-ac97-28b4ad5549bb/886449700257.jpg/300x300bb.jpg
A Dios le pido,Juanes,Un Día Normal,1440785045,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/8f/b1/5d/8fb15d20-491c-5232-e939-ca4ddbd07a9d/06UMGIM13859.rgb.jpg/300x300bb.jpg
Baby,Justin Bieber,Y si fuera POP,1704256802,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/54/b3/cc/54b3cc42-c0d2-749d-fac2-9b257d9c0472/23UMGIM90437.rgb.jpg/300x300bb.jpg
Hot n Cold,Katy Perry,One of the Boys,715891425,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/57/dc/18/57dc1854-4483-52b2-fe7c-8a221edf9e88/13UABIM48773.rgb.jpg/300x300bb.jpg
I Kissed a Girl,Katy Perry,One of the Boys,715891425,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/57/dc/18/57dc1854-4483-52b2-fe7c-8a221edf9e88/13UABIM48773.rgb.jpg/300x300bb.jpg
Somewhere Only We Know,Keane,Somewhere Only We Know - EP,1445286850,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/89/a6/f7/89a6f7be-a0e0-2524-a13b-6b5df7b7534a/06UMGIM24399.rgb.jpg/300x300bb.jpg
Footloose,Kenny Loggins,Paramount Pictures 90th Anniversary Memorable Songs,566390543,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/57/23/ee/5723eef3-96d2-3599-24f2-3e25dd125f90/886443628113.jpg/300x300bb.jpg
Use Somebody,Kings of Leon,Only By the Night,290302885,https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/74/25/4c/74254c8b-e03d-44e8-304d-4cde508b8cfb/dj.swemfdrr.jpg/300x300bb.jpg
I Was Made for Lovin' You,KISS,Gold,1455406808,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/e7/e0/6a/e7e06ab1-a3cf-d21f-6a00-55d910635ba5/19UMGIM16809.rgb.jpg/300x300bb.jpg
Balada del diablo y la muerte,La Renga,Despedazado Por Mil Partes,1442549689,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/30/ee/9a/30ee9a8b-1f4f-14db-5cab-df728334ced5/00602557113365.rgb.jpg/300x300bb.jpg
Shallow,Lady Gaga & Bradley Cooper,A Star Is Born Soundtrack,1434371867,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/b1/9f/ef/b19fef51-79de-a940-e8ab-9e4e07b04d96/18UMGIM53752.rgb.jpg/300x300bb.jpg
Rock and Roll,Led Zeppelin,Led Zeppelin IV,674271135,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/47/31/8e/47318e93-c0fa-35d1-8b84-809691955124/603497926121.jpg/300x300bb.jpg
Stairway to Heaven,Led Zeppelin,Led Zeppelin IV,674271135,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/47/31/8e/47318e93-c0fa-35d1-8b84-809691955124/603497926121.jpg/300x300bb.jpg
Whole Lotta Love,Led Zeppelin,Led Zeppelin II,674271135,https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/3a/15/1c/3a151c92-6584-3533-a03f-a8fc38458270/603497926145.jpg/300x300bb.jpg
Again,Lenny Kravitz,I'll Be Waiting - EP,716242808,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/3d/4a/91/3d4a91bb-fb9a-a457-8806-ab26533317e3/13UABIM53549.rgb.jpg/300x300bb.jpg
Are You Gonna Go My Way,Lenny Kravitz,Rock Workout,1641577351,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/3a/cb/fd/3acbfd35-9602-a05d-e52f-e7dd6d451c8a/22UMGIM94265.rgb.jpg/300x300bb.jpg
Can't Get You Off My Mind,Lenny Kravitz,Circus,723398179,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/ec/46/ba/ec46bab4-fe37-c495-a0ea-3c3d4eeb3c1d/00724384069650.jpg/300x300bb.jpg
Fly Away,Lenny Kravitz,5,723419586,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/ce/22/a0/ce22a0e4-4fb3-7e45-f283-e93d5bf64bc6/13UABIM54248.rgb.jpg/300x300bb.jpg
Lunes por la madrugada,Los Abuelos de la Nada,Oro (Grandes Éxitos),1622252090,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/ce/98/bf/ce98bfc1-3ccf-c9b6-3a69-592b795264f8/20UMGIM09217.rgb.jpg/300x300bb.jpg
Mil horas,Los Abuelos de la Nada,RockLatino.FM,1709716090,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/03/a4/12/03a4125e-9d72-3ff6-a9c0-952252b79541/23UM1IM13571.rgb.jpg/300x300bb.jpg
Si el amor se cae,Los Cafres,¿Quién Da Más?,292139351,https://is1-ssl.mzstatic.com/image/thumb/Features6/v4/4d/93/b8/4d93b89f-2881-5e71-71ec-bbd0dd3cc357/dj.sopnkzjr.jpg/300x300bb.jpg
Carnaval toda la vida,Los Fabulosos Cadillacs,El León,170115437,https://is1-ssl.mzstatic.com/image/thumb/Music/ce/dd/96/mzi.rpwyoimh.jpg/300x300bb.jpg
El satánico Dr. Cadillac,Los Fabulosos Cadillacs,Fabulosos Éxitos,515528515,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/b5/da/63/b5da637f-ca14-bbfe-035b-7dd3f1862dc0/74321985462.jpg/300x300bb.jpg
Matador,Los Fabulosos Cadillacs,Lo Esencial: Los Fabulosos Cadillacs,286137303,https://is1-ssl.mzstatic.com/image/thumb/Music/83/ca/47/mzi.lcbwpxdn.jpg/300x300bb.jpg
Mi novia se cayó en un pozo ciego,Los Fabulosos Cadillacs,Los Fabulosos Cadillacs - 20 Grandes Exitos,466873273,https://is1-ssl.mzstatic.com/image/thumb/Features/52/bd/d0/dj.vvtndrmp.jpg/300x300bb.jpg
Sabor a mí,Los Panchos / Álvaro Carrillo,Tesoros De Colección,1340078023,https://is1-ssl.mzstatic.com/image/thumb/Music62/v4/2f/ad/78/2fad78d0-d8b0-2f6e-fa87-f556424da907/886972334929.jpg/300x300bb.jpg
Párate y mira,Los Pericos,Pampas Reggae,723547800,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fd/48/ef/fd48ef4e-719c-2c09-a3e4-f6374efa019a/00724383087259.jpg/300x300bb.jpg
Runaway,Los Pericos,Pampas Reggae,723547800,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fd/48/ef/fd48ef4e-719c-2c09-a3e4-f6374efa019a/00724383087259.jpg/300x300bb.jpg
Tan solo,Los Piojos,Chac Tu Chac,1613772865,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/b5/75/ec/b575ecc7-1e32-495f-b213-bf183843a235/7796876510554.jpg/300x300bb.jpg
Verano del '92,Los Piojos,3er Arco,1613765846,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/6b/68/58/6b6858dd-fc95-de3a-5451-91bcc9e868f9/656291132120.jpg/300x300bb.jpg
Popotitos,Los Teen Tops,La Gran Colección del 60 Aniversario CBS: Los Teen Tops,317025249,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/40/35/5a/40355a9a-4957-1cf0-7df5-b5f18cbb8f0c/888880199270.jpg/300x300bb.jpg
Seguir viviendo sin tu amor,Luis Alberto Spinetta,Pelusón of Milk,723583622,https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/55/e3/69/55e3697b-4d34-72e0-2111-57facda544a4/00077779824359.jpg/300x300bb.jpg
Ahora te puedes marchar,Luis Miguel,Soy Como Quiero Ser,671129332,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/d9/58/af/d958afe4-2f9c-cf24-4070-37fc970061ce/825646432202.jpg/300x300bb.jpg
Hasta que me olvides,Luis Miguel,Aries,100986900,https://is1-ssl.mzstatic.com/image/thumb/Music/8b/1f/1d/mzi.iofcclws.jpg/300x300bb.jpg
Será que no me amas,Luis Miguel,El Concierto (Vivo),101249950,https://is1-ssl.mzstatic.com/image/thumb/Music/e0/72/24/mzi.yjdgpmgn.jpg/300x300bb.jpg
I Try,Macy Gray,On How Life Is,157506704,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/65/5f/90/655f90d4-6274-4220-1075-f6c467f1a77d/dj.jpkgbiyw.jpg/300x300bb.jpg
Like a Prayer,Madonna,Like a Prayer,83448003,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/20/3c/f5/203cf53d-689e-528f-29d7-ba33758254aa/mzi.rotbotfl.jpg/300x300bb.jpg
A veces,Mambrú,Mambru,472276621,https://is1-ssl.mzstatic.com/image/thumb/Music/6d/6a/16/mzi.gpvstaic.jpg/300x300bb.jpg
Clavado en un bar,Maná,Sueños Líquidos,306124292,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/a3/39/fd/a339fdf6-e8f6-0a88-8799-b1db02c3aee9/mzi.nvqsivqv.jpg/300x300bb.jpg
Corazón espinado,Maná,Você É Minha Religião - O Melhor do Maná,571813099,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/cb/23/b1/cb23b13c-4daa-b90a-2177-1a27e4d354f3/825646537099.jpg/300x300bb.jpg
En el muelle de San Blas,Maná,Sueños Líquidos,306124292,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/a3/39/fd/a339fdf6-e8f6-0a88-8799-b1db02c3aee9/mzi.nvqsivqv.jpg/300x300bb.jpg
Oye mi amor,Maná,¿Dónde Jugarán los Niños?,358348982,https://is1-ssl.mzstatic.com/image/thumb/Features114/v4/06/c9/43/06c94353-cee9-4a85-a29a-13b19bd62c4c/dj.eyflhvkj.jpg/300x300bb.jpg
Rayando el sol,Maná,Falta Amor,42017772,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/b2/27/d8/b227d8b8-21c2-79f4-18ef-4e90f281f965/s06.gqkqqnvt.jpg/300x300bb.jpg
Vivir sin aire,Maná,¿Dónde Jugarán los Niños?,358348982,https://is1-ssl.mzstatic.com/image/thumb/Features114/v4/06/c9/43/06c94353-cee9-4a85-a29a-13b19bd62c4c/dj.eyflhvkj.jpg/300x300bb.jpg
This Love,Maroon 5,Songs About Jane: 10th Anniversary Edition,1428782176,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/eb/12/fe/eb12fe62-1e28-ebfd-0daa-f9aa66bbb882/12UMGIM15818.rgb.jpg/300x300bb.jpg
Let's Get It On,Marvin Gaye,Gold: Marvin Gaye,1442021816,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/9b/c1/cf/9bc1cf3a-84c7-474e-2d0f-2e4bd0327377/06UMGIM11763.rgb.jpg/300x300bb.jpg
U Can't Touch This,MC Hammer,Bitchin': The Sound and Fury of Rick James,1583609328,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/d0/53/68/d053686c-73f0-2b03-133d-9047c768c141/21UMGIM84347.rgb.jpg/300x300bb.jpg
La última lágrima,Memphis La Blusera,Hoy Es Hoy,1608368100,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/02/e5/b4/02e5b4b7-725a-30fe-3791-46e6565493c3/656291155525.jpg/300x300bb.jpg
Enter Sandman,Metallica,Metallica,1572046434,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/9e/80/1b/9e801b06-67fa-0990-2d15-85480ad3cd46/850007452025.png/300x300bb.jpg
Kids,MGMT,Time to Pretend - EP,1846932201,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/23/e5/8d/23e58d2f-8023-b953-42c3-c4c43727e354/884977010671.jpg/300x300bb.jpg
Billie Jean,Michael Jackson,Pop Music: The Modern Era 1976-1999,160021509,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/48/59/bd/4859bde2-c345-d637-1079-26cb78c4e7e8/074646579428.jpg/300x300bb.jpg
Black or White,Michael Jackson,Dangerous,322847038,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/cf/68/f9/cf68f9d4-e395-9ced-3e50-8cf7f1f9d3e0/884977307832.jpg/300x300bb.jpg
Man in the Mirror,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",310505551,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/c5/8d/b1/c58db1f1-0249-7a52-b58c-6f4eb145b06a/884977149166.jpg/300x300bb.jpg
Rock with You,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",310505551,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/c5/8d/b1/c58db1f1-0249-7a52-b58c-6f4eb145b06a/884977149166.jpg/300x300bb.jpg
Beds Are Burning,Midnight Oil,Rock: The Train Kept a Rollin',155678972,https://is1-ssl.mzstatic.com/image/thumb/Features124/v4/03/69/72/036972e3-6779-5e39-e106-f35263618e14/dj.eythitsn.jpg/300x300bb.jpg
Wrecking Ball,Miley Cyrus,Feel Good Summer Songs,1626183465,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/83/64/80/8364800f-6aac-d6f6-b96a-6459aef00938/196589132123.jpg/300x300bb.jpg
Perfecta,Miranda!,Perfecta - Single,1680978961,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/49/85/aa/4985aad4-3971-c124-d21d-f0afe417d8f0/196871038065.jpg/300x300bb.jpg
Lady (Hear Me Tonight),Modjo,Modjo,692624255,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/f5/25/2b/f5252b6e-0659-890b-7e9d-0e691944b95b/cover.jpg/300x300bb.jpg
Sing It Back,Moloko,I Am Not a Doctor,1436331799,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3b/bf/ad/3bbfad12-6db0-89c3-28a7-666ad9cd1f67/0886443963344.jpg/300x300bb.jpg
Smells Like Teen Spirit,Nirvana,Nevermind,1440783617,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/95/fd/b9/95fdb9b2-6d2b-92a6-97f2-51c1a6d77f1a/00602527874609.rgb.jpg/300x300bb.jpg
Don't Look Back in Anger,Oasis,Stop The Clocks,1517519727,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/ef/05/66/ef05663a-b741-caad-d177-0e632706dc1a/5051961036107.jpg/300x300bb.jpg
Wonderwall,Oasis,(What's the Story) Morning Glory?,1517447039,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/04/92/e0/0492e08b-cbcc-9969-9ad6-8f5a0888068c/5051961007107.jpg/300x300bb.jpg
Rock and roll y fiebre,Pappo / Riff / Pappo's Blues,Buscando un Amor,470520755,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/96/87/0c/96870cb4-0860-1909-1479-927e2599dade/886443245846.jpg/300x300bb.jpg
Aquella solitaria vaca cubana,Patricio Rey y sus Redonditos de Ricota,Un Baión para el Ojo Idiota,1722336096,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/3a/be/39/3abe39ad-176a-bccf-f07e-830eb7990ef3/49fd04cf-a4d9-4532-bf59-ea436792875a.jpg/300x300bb.jpg
Ji Ji Ji,Patricio Rey y sus Redonditos de Ricota,Oktubre,1722345908,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/c0/52/21/c0522174-a3c2-2a4f-ae2d-fbacd13e8a94/2307f421-5360-4bfa-84b4-077f94259eab.jpg/300x300bb.jpg
Mi perro dinamita,Patricio Rey y sus Redonditos de Ricota,La Mosca y la Sopa,1722348395,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/3b/fb/c2/3bfbc203-2fba-6e67-0926-5e9a8ef93ec3/b8c91b2b-6432-4491-9ce6-ce594f403640.jpg/300x300bb.jpg
Tarea fina,Patricio Rey y sus Redonditos de Ricota,La Mosca y la Sopa,1722348395,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/3b/fb/c2/3bfbc203-2fba-6e67-0926-5e9a8ef93ec3/b8c91b2b-6432-4491-9ce6-ce594f403640.jpg/300x300bb.jpg
Todo un palo,Patricio Rey y sus Redonditos de Ricota,Un Baión para el Ojo Idiota,1722336096,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/3a/be/39/3abe39ad-176a-bccf-f07e-830eb7990ef3/49fd04cf-a4d9-4532-bf59-ea436792875a.jpg/300x300bb.jpg
Alive,Pearl Jam,Ten,425465247,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/e0/e1/7c/e0e17cf0-62e5-6312-f3df-2462960cc8f1/884977724745.jpg/300x300bb.jpg
Sledgehammer,Peter Gabriel,Hit,987420227,https://is1-ssl.mzstatic.com/image/thumb/Music2/v4/fc/01/a5/fc01a5b9-f8fd-d5f8-0ff7-a6f264cfd944/HIT-iTunes.jpg/300x300bb.jpg
Wish You Were Here,Pink Floyd,Wish You Were Here,1065973975,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/aa/e0/ab/aae0ab6a-d906-a189-81bf-70b56aa43f7a/886445635843.jpg/300x300bb.jpg
Kiss,Prince,Parade (Music from the Motion Picture Under the Cherry Moon),260336005,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/a7/04/dc/a704dce9-7671-9f42-4584-57bb7f822530/075992539562.jpg/300x300bb.jpg
Purple Rain,Prince,Purple Rain,1746833068,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/00/17/f2/0017f24f-e580-b77a-71a8-1bc7b75881bf/603497822065.jpg/300x300bb.jpg
Another One Bites the Dust,Queen,The Game,1440806692,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/65/a6/d1/65a6d100-9e4f-d9a3-84ed-cf8777729f56/14DMGIM05552.rgb.jpg/300x300bb.jpg
Bohemian Rhapsody,Queen,A Night at the Opera,1440806041,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/b1/a9/84/b1a984dc-8dce-e8cb-1a0e-20293f7c500a/14DMGIM05548.rgb.jpg/300x300bb.jpg
Crazy Little Thing Called Love,Queen,The Game,1440806692,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/65/a6/d1/65a6d100-9e4f-d9a3-84ed-cf8777729f56/14DMGIM05552.rgb.jpg/300x300bb.jpg
Friends Will Be Friends,Queen,A Kind of Magic,1440783166,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/dc/55/b1/dc55b139-0c0d-766a-62a1-3bb637e22c5a/14DMGIM05557.rgb.jpg/300x300bb.jpg
I Want to Break Free,Queen,The Works,1440763432,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/b7/fe/49/b7fe491a-974c-d792-c430-f80ac605b423/14DMGIM05556.rgb.jpg/300x300bb.jpg
Love of My Life,Queen,A Night at the Opera,1440806041,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/b1/a9/84/b1a984dc-8dce-e8cb-1a0e-20293f7c500a/14DMGIM05548.rgb.jpg/300x300bb.jpg
Radio Ga Ga,Queen,The Works,1440763432,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/b7/fe/49/b7fe491a-974c-d792-c430-f80ac605b423/14DMGIM05556.rgb.jpg/300x300bb.jpg
Somebody to Love,Queen,A Day at the Races,1440805740,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/66/6c/d8/666cd8db-890e-7e03-8b68-8976fbf6ba1e/14DMGIM05549.rgb.jpg/300x300bb.jpg
High and Dry,Radiohead,The Bends,1097862703,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/1b/a9/5c/1ba95cac-b245-d386-63fb-6b857aa9dce8/634904078065.png/300x300bb.jpg
Mentirosa,Ráfaga,Ráfaga: 20 Grandes Éxitos,292205980,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/f0/71/f3/f071f385-e374-f166-8ddc-6e4680754c81/mzi.llnbwxwx.tif/300x300bb.jpg
Mujer amante,Rata Blanca,"Col 2x1: Magos, Espadas y Rosas / Guerrero del Arco Iris",1536959471,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/d2/85/80/d2858079-b3f0-af09-ecd6-749bdf58a3df/20UMGIM79033.rgb.jpg/300x300bb.jpg
Rock del gato,Ratones Paranoicos,Furtivos,430563389,https://is1-ssl.mzstatic.com/image/thumb/Music/9a/88/04/mzi.bvjponms.jpg/300x300bb.jpg
My Friends,Red Hot Chili Peppers,Mellow Grunge,1695889374,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/0f/d2/c8/0fd2c8ed-b684-8009-2b14-d17d45f7abf3/5059460206434.jpg/300x300bb.jpg
Under the Bridge,Red Hot Chili Peppers,Blood Sugar Sex Magik,945581828,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/2b/2b/56/2b2b564c-e21e-bd40-a8cf-cb47dedcb7df/093624932147.jpg/300x300bb.jpg
Tan enamorados,Ricardo Montaner,Las #1 de Ricardo Montaner,140645330,https://is1-ssl.mzstatic.com/image/thumb/Music/83/00/23/mzi.xeqssjrv.jpg/300x300bb.jpg
Dime Que Me Quieres (Bring a Little Lovin),Ricky Martin,Ricky Martin,170539856,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/35/c6/cb/35c6cb2d-b9bd-8ccb-5902-42ee8ddb4649/mzi.hhpwkhep.jpg/300x300bb.jpg
"Fuego de noche, nieve de día",Ricky Martin,A Medio Vivir,187287914,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/34/35/90/343590c6-d4a5-5909-be92-53049f70df4e/dj.dmlawlml.jpg/300x300bb.jpg
Angels,Robbie Williams,Life Thru a Lens,727505795,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/70/87/d6/7087d62d-f751-c9c3-5c5c-d3fe7caa307b/13UABIM56247.rgb.jpg/300x300bb.jpg
Rock DJ,Robbie Williams,Sing When You're Winning,724201264,https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/5b/23/1e/5b231e58-c418-2c41-be92-110cb5590c44/00724352812554.jpg/300x300bb.jpg
Killing Me Softly with His Song,Roberta Flack,Killing Me Softly,355038498,https://is1-ssl.mzstatic.com/image/thumb/Music/e4/71/97/mzi.mgwzviyu.jpg/300x300bb.jpg
Forever Young,Rod Stewart,Out of Order,295535256,https://is1-ssl.mzstatic.com/image/thumb/Music/ab/02/59/mzi.ewlgwgvo.jpg/300x300bb.jpg
La mano de Dios,Rodrigo,Éxitos de la Movida Tropical,989307088,https://is1-ssl.mzstatic.com/image/thumb/Music7/v4/98/4a/b8/984ab86c-69e5-7b50-5798-a7f38af9d380/889176969416.jpg/300x300bb.jpg
Te quiero,Rodrigo,"Sunny Guitar Music (Sunny Guitar Music for Studying, Relaxing and Easy Listening Pleassure)",1706833897,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/c1/7e/05/c17e05b6-c6dd-c540-c9aa-60083e43fefa/contsched.yzulpydv.jpg/300x300bb.jpg
Spending My Time,Roxette,Joyride,1792435069,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/f6/fe/2b/f6fe2b62-3138-b1d1-0784-b7e114d6270a/5021732590480.jpg/300x300bb.jpg
The Look,Roxette,The Look - Single,855317367,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/c3/72/1e/c3721e37-e1da-11f8-5c93-62d01f8b398b/825646285655.jpg/300x300bb.jpg
Heloísa,Rubén Rada,Corazón Diamante,1756788076,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/66/6b/aa/666baa44-1628-a811-b9ee-ae56d9c3a687/8447053173749.jpg/300x300bb.jpg
Smooth Operator,Sade,Diamond Life,1524651063,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/4d/d5/a1/4dd5a1b7-7134-f0ec-b55c-54ac47cc88a5/886448655886.jpg/300x300bb.jpg
Te amo,Sandro,Yo Ando Con Mi Rey,304525852,https://is1-ssl.mzstatic.com/image/thumb/Music/26/61/af/mzi.hpzmmngk.jpg/300x300bb.jpg
Oye como va,Santana,Ultimate Santana,265816081,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/5d/cc/48/5dcc4850-35e3-239a-3fde-dbade47cddfe/886970629324.jpg/300x300bb.jpg
Still Loving You,Scorpions,Love at First Sting,1425261347,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/19/6a/ff/196aff71-fbb8-22f3-ac2c-c12eaf9fb3b1/00602567826019.rgb.jpg/300x300bb.jpg
Peperina,Serú Girán,Peperina,1420666042,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/87/5a/25/875a25d5-e4db-b5f5-8e85-980ea861b78b/00602567965176.rgb.jpg/300x300bb.jpg
Seminare,Serú Girán,Baladas y Canciones de Amor,430315547,https://is1-ssl.mzstatic.com/image/thumb/Music/1f/1b/c0/mzi.awhugafy.jpg/300x300bb.jpg
"Ciega, sordomuda",Shakira,Dónde Están Los Ladrones,192682818,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/e5/6d/96/e56d9688-0239-7c8f-f907-7614c0f9860b/mzi.uffuznlo.jpg/300x300bb.jpg
Estoy aquí,Shakira,Pies Descalzos,193662156,https://is1-ssl.mzstatic.com/image/thumb/Features114/v4/94/18/5e/94185e72-fc57-d3ad-51f6-485b8e188c21/dj.abqorqzf.jpg/300x300bb.jpg
